"date_sk","date","year","trimestre","month","day","version","date_from","date_to"
253,"1997-03-09 00:00:00",1997,1,3,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
254,"1997-03-10 00:00:00",1997,1,3,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
255,"1997-03-11 00:00:00",1997,1,3,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
256,"1997-03-12 00:00:00",1997,1,3,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
257,"1997-03-13 00:00:00",1997,1,3,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
258,"1997-03-14 00:00:00",1997,1,3,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
259,"1997-03-15 00:00:00",1997,1,3,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
260,"1997-03-16 00:00:00",1997,1,3,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
261,"1997-03-17 00:00:00",1997,1,3,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
262,"1997-03-18 00:00:00",1997,1,3,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
263,"1997-03-19 00:00:00",1997,1,3,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
264,"1997-03-20 00:00:00",1997,1,3,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
265,"1997-03-21 00:00:00",1997,1,3,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
266,"1997-03-22 00:00:00",1997,1,3,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
267,"1997-03-23 00:00:00",1997,1,3,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
268,"1997-03-24 00:00:00",1997,1,3,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
269,"1997-03-25 00:00:00",1997,1,3,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
270,"1997-03-26 00:00:00",1997,1,3,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
271,"1997-03-27 00:00:00",1997,1,3,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
272,"1997-03-28 00:00:00",1997,1,3,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
273,"1997-03-29 00:00:00",1997,1,3,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
274,"1997-03-30 00:00:00",1997,1,3,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
275,"1997-03-31 00:00:00",1997,1,3,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
276,"1997-04-01 00:00:00",1997,2,4,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
277,"1997-04-02 00:00:00",1997,2,4,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
278,"1997-04-03 00:00:00",1997,2,4,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
279,"1997-04-04 00:00:00",1997,2,4,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
280,"1997-04-05 00:00:00",1997,2,4,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
281,"1997-04-06 00:00:00",1997,2,4,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
282,"1997-04-07 00:00:00",1997,2,4,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
283,"1997-04-08 00:00:00",1997,2,4,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
284,"1997-04-09 00:00:00",1997,2,4,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
285,"1997-04-10 00:00:00",1997,2,4,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
286,"1997-04-11 00:00:00",1997,2,4,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
287,"1997-04-12 00:00:00",1997,2,4,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
288,"1997-04-13 00:00:00",1997,2,4,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
289,"1997-04-14 00:00:00",1997,2,4,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
290,"1997-04-15 00:00:00",1997,2,4,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
291,"1997-04-16 00:00:00",1997,2,4,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
292,"1997-04-17 00:00:00",1997,2,4,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
293,"1997-04-18 00:00:00",1997,2,4,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
294,"1997-04-19 00:00:00",1997,2,4,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
295,"1997-04-20 00:00:00",1997,2,4,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
296,"1997-04-21 00:00:00",1997,2,4,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
297,"1997-04-22 00:00:00",1997,2,4,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
298,"1997-04-23 00:00:00",1997,2,4,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
299,"1997-04-24 00:00:00",1997,2,4,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
300,"1997-04-25 00:00:00",1997,2,4,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
301,"1997-04-26 00:00:00",1997,2,4,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
302,"1997-04-27 00:00:00",1997,2,4,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
303,"1997-04-28 00:00:00",1997,2,4,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
304,"1997-04-29 00:00:00",1997,2,4,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
305,"1997-04-30 00:00:00",1997,2,4,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
306,"1997-05-01 00:00:00",1997,2,5,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
307,"1997-05-02 00:00:00",1997,2,5,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
308,"1997-05-03 00:00:00",1997,2,5,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
309,"1997-05-04 00:00:00",1997,2,5,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
310,"1997-05-05 00:00:00",1997,2,5,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
311,"1997-05-06 00:00:00",1997,2,5,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
312,"1997-05-07 00:00:00",1997,2,5,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
313,"1997-05-08 00:00:00",1997,2,5,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
314,"1997-05-09 00:00:00",1997,2,5,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
315,"1997-05-10 00:00:00",1997,2,5,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
316,"1997-05-11 00:00:00",1997,2,5,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
317,"1997-05-12 00:00:00",1997,2,5,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
318,"1997-05-13 00:00:00",1997,2,5,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
319,"1997-05-14 00:00:00",1997,2,5,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
320,"1997-05-15 00:00:00",1997,2,5,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
321,"1997-05-16 00:00:00",1997,2,5,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
322,"1997-05-17 00:00:00",1997,2,5,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
323,"1997-05-18 00:00:00",1997,2,5,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
324,"1997-05-19 00:00:00",1997,2,5,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
325,"1997-05-20 00:00:00",1997,2,5,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
326,"1997-05-21 00:00:00",1997,2,5,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
327,"1997-05-22 00:00:00",1997,2,5,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
328,"1997-05-23 00:00:00",1997,2,5,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
329,"1997-05-24 00:00:00",1997,2,5,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
330,"1997-05-25 00:00:00",1997,2,5,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
331,"1997-05-26 00:00:00",1997,2,5,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
332,"1997-05-27 00:00:00",1997,2,5,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
333,"1997-05-28 00:00:00",1997,2,5,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
334,"1997-05-29 00:00:00",1997,2,5,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
335,"1997-05-30 00:00:00",1997,2,5,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
336,"1997-05-31 00:00:00",1997,2,5,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
337,"1997-06-01 00:00:00",1997,2,6,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
338,"1997-06-02 00:00:00",1997,2,6,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
339,"1997-06-03 00:00:00",1997,2,6,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
340,"1997-06-04 00:00:00",1997,2,6,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
341,"1997-06-05 00:00:00",1997,2,6,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
342,"1997-06-06 00:00:00",1997,2,6,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
343,"1997-06-07 00:00:00",1997,2,6,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
344,"1997-06-08 00:00:00",1997,2,6,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
345,"1997-06-09 00:00:00",1997,2,6,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
346,"1997-06-10 00:00:00",1997,2,6,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
347,"1997-06-11 00:00:00",1997,2,6,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
348,"1997-06-12 00:00:00",1997,2,6,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
349,"1997-06-13 00:00:00",1997,2,6,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
350,"1997-06-14 00:00:00",1997,2,6,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
351,"1997-06-15 00:00:00",1997,2,6,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
352,"1997-06-16 00:00:00",1997,2,6,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
353,"1997-06-17 00:00:00",1997,2,6,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
354,"1997-06-18 00:00:00",1997,2,6,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
355,"1997-06-19 00:00:00",1997,2,6,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
356,"1997-06-20 00:00:00",1997,2,6,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
357,"1997-06-21 00:00:00",1997,2,6,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
358,"1997-06-22 00:00:00",1997,2,6,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
359,"1997-06-23 00:00:00",1997,2,6,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
360,"1997-06-24 00:00:00",1997,2,6,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
361,"1997-06-25 00:00:00",1997,2,6,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
362,"1997-06-26 00:00:00",1997,2,6,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
363,"1997-06-27 00:00:00",1997,2,6,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
364,"1997-06-28 00:00:00",1997,2,6,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
365,"1997-06-29 00:00:00",1997,2,6,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
366,"1997-06-30 00:00:00",1997,2,6,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
367,"1997-07-01 00:00:00",1997,3,7,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
368,"1997-07-02 00:00:00",1997,3,7,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
369,"1997-07-03 00:00:00",1997,3,7,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
370,"1997-07-04 00:00:00",1997,3,7,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
371,"1997-07-05 00:00:00",1997,3,7,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
372,"1997-07-06 00:00:00",1997,3,7,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
373,"1997-07-07 00:00:00",1997,3,7,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
374,"1997-07-08 00:00:00",1997,3,7,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
375,"1997-07-09 00:00:00",1997,3,7,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
376,"1997-07-10 00:00:00",1997,3,7,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
377,"1997-07-11 00:00:00",1997,3,7,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
378,"1997-07-12 00:00:00",1997,3,7,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
379,"1997-07-13 00:00:00",1997,3,7,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
380,"1997-07-14 00:00:00",1997,3,7,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
381,"1997-07-15 00:00:00",1997,3,7,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
382,"1997-07-16 00:00:00",1997,3,7,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
383,"1997-07-17 00:00:00",1997,3,7,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
384,"1997-07-18 00:00:00",1997,3,7,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
385,"1997-07-19 00:00:00",1997,3,7,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
386,"1997-07-20 00:00:00",1997,3,7,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
387,"1997-07-21 00:00:00",1997,3,7,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
388,"1997-07-22 00:00:00",1997,3,7,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
389,"1997-07-23 00:00:00",1997,3,7,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
390,"1997-07-24 00:00:00",1997,3,7,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
391,"1997-07-25 00:00:00",1997,3,7,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
392,"1997-07-26 00:00:00",1997,3,7,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
393,"1997-07-27 00:00:00",1997,3,7,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
394,"1997-07-28 00:00:00",1997,3,7,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
395,"1997-07-29 00:00:00",1997,3,7,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
396,"1997-07-30 00:00:00",1997,3,7,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
397,"1997-07-31 00:00:00",1997,3,7,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
398,"1997-08-01 00:00:00",1997,3,8,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
399,"1997-08-02 00:00:00",1997,3,8,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
400,"1997-08-03 00:00:00",1997,3,8,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
401,"1997-08-04 00:00:00",1997,3,8,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
402,"1997-08-05 00:00:00",1997,3,8,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
403,"1997-08-06 00:00:00",1997,3,8,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
404,"1997-08-07 00:00:00",1997,3,8,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
405,"1997-08-08 00:00:00",1997,3,8,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
406,"1997-08-09 00:00:00",1997,3,8,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
407,"1997-08-10 00:00:00",1997,3,8,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
408,"1997-08-11 00:00:00",1997,3,8,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
409,"1997-08-12 00:00:00",1997,3,8,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
410,"1997-08-13 00:00:00",1997,3,8,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
411,"1997-08-14 00:00:00",1997,3,8,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
412,"1997-08-15 00:00:00",1997,3,8,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
413,"1997-08-16 00:00:00",1997,3,8,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
414,"1997-08-17 00:00:00",1997,3,8,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
415,"1997-08-18 00:00:00",1997,3,8,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
416,"1997-08-19 00:00:00",1997,3,8,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
417,"1997-08-20 00:00:00",1997,3,8,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
418,"1997-08-21 00:00:00",1997,3,8,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
419,"1997-08-22 00:00:00",1997,3,8,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
420,"1997-08-23 00:00:00",1997,3,8,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
421,"1997-08-24 00:00:00",1997,3,8,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
422,"1997-08-25 00:00:00",1997,3,8,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
423,"1997-08-26 00:00:00",1997,3,8,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
424,"1997-08-27 00:00:00",1997,3,8,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
425,"1997-08-28 00:00:00",1997,3,8,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
426,"1997-08-29 00:00:00",1997,3,8,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
427,"1997-08-30 00:00:00",1997,3,8,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
428,"1997-08-31 00:00:00",1997,3,8,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
429,"1997-09-01 00:00:00",1997,3,9,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
430,"1997-09-02 00:00:00",1997,3,9,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
431,"1997-09-03 00:00:00",1997,3,9,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
432,"1997-09-04 00:00:00",1997,3,9,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
433,"1997-09-05 00:00:00",1997,3,9,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
434,"1997-09-06 00:00:00",1997,3,9,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
435,"1997-09-07 00:00:00",1997,3,9,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
436,"1997-09-08 00:00:00",1997,3,9,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
437,"1997-09-09 00:00:00",1997,3,9,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
438,"1997-09-10 00:00:00",1997,3,9,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
439,"1997-09-11 00:00:00",1997,3,9,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
440,"1997-09-12 00:00:00",1997,3,9,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
441,"1997-09-13 00:00:00",1997,3,9,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
442,"1997-09-14 00:00:00",1997,3,9,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
443,"1997-09-15 00:00:00",1997,3,9,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
444,"1997-09-16 00:00:00",1997,3,9,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
445,"1997-09-17 00:00:00",1997,3,9,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
446,"1997-09-18 00:00:00",1997,3,9,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
447,"1997-09-19 00:00:00",1997,3,9,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
448,"1997-09-20 00:00:00",1997,3,9,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
449,"1997-09-21 00:00:00",1997,3,9,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
450,"1997-09-22 00:00:00",1997,3,9,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
451,"1997-09-23 00:00:00",1997,3,9,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
452,"1997-09-24 00:00:00",1997,3,9,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
453,"1997-09-25 00:00:00",1997,3,9,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
454,"1997-09-26 00:00:00",1997,3,9,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
455,"1997-09-27 00:00:00",1997,3,9,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
456,"1997-09-28 00:00:00",1997,3,9,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
457,"1997-09-29 00:00:00",1997,3,9,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
458,"1997-09-30 00:00:00",1997,3,9,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
459,"1997-10-01 00:00:00",1997,4,10,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
460,"1997-10-02 00:00:00",1997,4,10,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
461,"1997-10-03 00:00:00",1997,4,10,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
462,"1997-10-04 00:00:00",1997,4,10,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
463,"1997-10-05 00:00:00",1997,4,10,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
464,"1997-10-06 00:00:00",1997,4,10,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
465,"1997-10-07 00:00:00",1997,4,10,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
466,"1997-10-08 00:00:00",1997,4,10,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
467,"1997-10-09 00:00:00",1997,4,10,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
468,"1997-10-10 00:00:00",1997,4,10,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
469,"1997-10-11 00:00:00",1997,4,10,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
470,"1997-10-12 00:00:00",1997,4,10,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
471,"1997-10-13 00:00:00",1997,4,10,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
472,"1997-10-14 00:00:00",1997,4,10,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
473,"1997-10-15 00:00:00",1997,4,10,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
474,"1997-10-16 00:00:00",1997,4,10,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
475,"1997-10-17 00:00:00",1997,4,10,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
476,"1997-10-18 00:00:00",1997,4,10,18,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
477,"1997-10-19 00:00:00",1997,4,10,19,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
478,"1997-10-20 00:00:00",1997,4,10,20,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
479,"1997-10-21 00:00:00",1997,4,10,21,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
480,"1997-10-22 00:00:00",1997,4,10,22,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
481,"1997-10-23 00:00:00",1997,4,10,23,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
482,"1997-10-24 00:00:00",1997,4,10,24,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
483,"1997-10-25 00:00:00",1997,4,10,25,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
484,"1997-10-26 00:00:00",1997,4,10,26,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
485,"1997-10-27 00:00:00",1997,4,10,27,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
486,"1997-10-28 00:00:00",1997,4,10,28,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
487,"1997-10-29 00:00:00",1997,4,10,29,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
488,"1997-10-30 00:00:00",1997,4,10,30,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
489,"1997-10-31 00:00:00",1997,4,10,31,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
490,"1997-11-01 00:00:00",1997,4,11,1,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
491,"1997-11-02 00:00:00",1997,4,11,2,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
492,"1997-11-03 00:00:00",1997,4,11,3,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
493,"1997-11-04 00:00:00",1997,4,11,4,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
494,"1997-11-05 00:00:00",1997,4,11,5,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
495,"1997-11-06 00:00:00",1997,4,11,6,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
496,"1997-11-07 00:00:00",1997,4,11,7,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
497,"1997-11-08 00:00:00",1997,4,11,8,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
498,"1997-11-09 00:00:00",1997,4,11,9,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
499,"1997-11-10 00:00:00",1997,4,11,10,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
500,"1997-11-11 00:00:00",1997,4,11,11,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
501,"1997-11-12 00:00:00",1997,4,11,12,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
502,"1997-11-13 00:00:00",1997,4,11,13,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
503,"1997-11-14 00:00:00",1997,4,11,14,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
504,"1997-11-15 00:00:00",1997,4,11,15,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
505,"1997-11-16 00:00:00",1997,4,11,16,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
506,"1997-11-17 00:00:00",1997,4,11,17,1,"1900-01-01 00:00:00","2199-12-31 23:59:59"
